birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,"Lysakova, Antonina",,http://www.wtatennis.com/players/player/22267/title/antonina-lysakova,RUS,,16-May-97,1142,1146,,4,5
,,"Fernandez Rabener, Arabela",,http://www.wtatennis.com/players/player/13368/title/arabela-fernandez-rabener,ESP,,20-Oct-90,1142,1068,,4,5
,,"D'Oliveira, Eden",,http://www.wtatennis.com/players/player/14746/title/eden-doliveira,RSA,,07-Feb-91,1142,1114,,4,5
,,"Cheli, Camille",,http://www.wtatennis.com/players/player/16364/title/camille-cheli,FRA,,23-Jul-93,1142,1146,,4,5
,,"Chikalkina, Anastasia",,http://www.wtatennis.com/players/player/24627/title/anastasia-chikalkina,RUS,,18-Jan-97,1142,1146,,4,5
,,"Bogoslavets, Anna",,http://www.wtatennis.com/players/player/22077/title/anna-bogoslavets,UKR,,26-Nov-97,1142,1146,,4,5
,,"Bueno, Marcela",,http://www.wtatennis.com/players/player/12044/title/marcela-bueno,BRA,,09-Oct-88,1142,1146,,4,5
,,"Belenova, Elena",,http://www.wtatennis.com/players/player/25670/title/elena-belenova,RUS,,14-Feb-98,1142,1146,,4,5
,,"Basic, Martina",,http://www.wtatennis.com/players/player/19984/title/martina-basic,CRO,,11-Jan-97,1142,1146,,4,5
,,"Williams, Claudia",,http://www.wtatennis.com/players/player/20409/title/claudia-williams,NZL,,29-Feb-96,1167,1172,,5,5
,,"Szymczuch, Oliwia",,http://www.wtatennis.com/players/player/24455/title/oliwia-szymczuch,POL,,12-Apr-98,1167,1172,,5,5
,,"Radovcic, Lulu",,http://www.wtatennis.com/players/player/26386/title/lulu-radovcic,SUI,,14-Apr-01,1167,1172,,5,5
,,"Ramirez, Miranda",,http://www.wtatennis.com/players/player/25991/title/miranda-ramirez,USA,,07-Mar-99,1167,1172,,5,5
,,"Popivoda, Mila",,http://www.wtatennis.com/players/player/22741/title/mila-popivoda,SRB,,20-May-96,1167,1172,,5,5
,,"Monarrez Yesaki, Sarai Delfina",,http://www.wtatennis.com/players/player/21481/title/sarai-delfina-monarrez-yesaki,MEX,,17-Apr-97,1167,1172,,5,5
,,"Lukic, Jelena",,http://www.wtatennis.com/players/player/24916/title/jelena-lukic,SRB,,24-Feb-97,1167,1172,,5,5
,,"Kilnarova, Monika",,http://www.wtatennis.com/players/player/26731/title/monika-kilnarova,CZE,,08-Oct-99,1167,1172,,5,5
,,"Ip, Katherine",,http://www.wtatennis.com/players/player/19713/title/katherine-ip,HKG,,17-Sep-95,1167,1172,,5,5
,,"He, Chun-Yan",,http://www.wtatennis.com/players/player/3575/title/chun-yan-he,CHN,,13-Apr-83,1167,1172,,5,5
,,"Duca, Gabriela",,http://www.wtatennis.com/players/player/17866/title/gabriela-duca,ROU,,22-Sep-94,1167,1172,,5,5
,,"Fernandes, Mafalda",,http://www.wtatennis.com/players/player/19304/title/mafalda-fernandes,POR,,01-Feb-97,1167,1172,,5,5
,,"Gimenez, Sara",,http://www.wtatennis.com/players/player/19205/title/sara-gimenez,PAR,,04-Sep-96,1167,1172,,5,5
,,"Cuypers, Dorien",,http://www.wtatennis.com/players/player/26128/title/dorien-cuypers,BEL,,16-Jul-97,1167,1172,,5,5
,,"De Beer, Emmanuelle",,http://www.wtatennis.com/players/player/20961/title/emmanuelle-de-beer,MRI,,04-Oct-96,1167,1172,,5,5
,,"Broomfield, Ayan",,http://www.wtatennis.com/players/player/22407/title/ayan-broomfield,CAN,,13-Aug-97,1167,1172,,5,5
,,"Bacher, Valentine",,http://www.wtatennis.com/players/player/23442/title/valentine-bacher,FRA,,15-Jun-99,1167,1172,,5,5
,,"Boev, Michaela",,http://www.wtatennis.com/players/player/13724/title/michaela-boev,BEL,,04-Jul-91,1167,1172,,5,5
,,"Alexandre Da Rosa, Karolayne",,http://www.wtatennis.com/players/player/24080/title/karolayne-alexandre-da-rosa,BRA,,01-Nov-97,1167,1172,,5,5
,,"Eto, Naoko",,http://www.wtatennis.com/players/player/11459/title/naoko-eto,JPN,,17-Dec-84,1186,1194,,4,4
,,"Rico Garcia, Laura",,http://www.wtatennis.com/players/player/25766/title/laura-rico-garcia,COL,,07-May-00,1187,1195,,3,4
,,"Lewis, Jade",,http://www.wtatennis.com/players/player/22289/title/jade-lewis,NZL,,18-Dec-98,1187,9999,,3,4
,,"Lee, Yang",,http://www.wtatennis.com/players/player/26803/title/yang-lee,TPE,,18-May-00,1187,1195,,3,4
,,"Lee, Ju",,http://www.wtatennis.com/players/player/22905/title/ju-lee,KOR,,02-Apr-96,1187,1195,,3,4
,,"Wu, Ho Ching",,http://www.wtatennis.com/players/player/19285/title/ho-ching-wu,HKG,,30-Aug-91,1191,1198,,4,4
,,"Ng, Man Ying",,http://www.wtatennis.com/players/player/21726/title/man-ying-ng,HKG,,28-Mar-96,1191,1198,,4,4
,,"Drozd Pereira, Erika",,http://www.wtatennis.com/players/player/22308/title/erika-drozd-pereira,BRA,,26-Apr-97,1191,1198,,4,4
,,"Vajdova, Nikola",,http://www.wtatennis.com/players/player/11857/title/nikola-vajdova,SVK,,14-Jan-89,1194,1201,,3,4
,,"Toljan, Janina",,http://www.wtatennis.com/players/player/13530/title/janina-toljan,AUT,,27-Mar-90,1194,1201,,3,4
,,"Vanlangendonck, Eliessa",,http://www.wtatennis.com/players/player/22451/title/eliessa-vanlangendonck,BEL,,07-Apr-97,1194,1201,,3,4
,,"Taher, Vita",,http://www.wtatennis.com/players/player/17963/title/vita-taher,INA,,22-Aug-95,1194,1201,,3,4
,,"Stojanovic, Jelena",,http://www.wtatennis.com/players/player/22033/title/jelena-stojanovic,AUS,,13-Apr-97,1194,1201,,3,4
,,"Sosnovschi, Adriana",,http://www.wtatennis.com/players/player/23123/title/adriana-sosnovschi,MDA,,10-Jan-98,1194,1201,,3,4
,,"Shkudun, Anna",,http://www.wtatennis.com/players/player/17537/title/anna-shkudun,UKR,,27-Jan-95,1194,1201,,3,4
,,"Roman Dominguez, Ana",,http://www.wtatennis.com/players/player/22534/title/ana-roman-dominguez,ESP,,10-Jan-97,1194,1201,,3,4
,,"Prisacariu, Andreea",,http://www.wtatennis.com/players/player/24831/title/andreea-prisacariu,ROU,,09-Feb-00,1194,1201,,3,4
,,"Profit, Elizabeth",,http://www.wtatennis.com/players/player/19270/title/elizabeth-profit,USA,,06-Aug-96,1194,1201,,3,4
,,"Radosavljevic, Teodora",,http://www.wtatennis.com/players/player/22463/title/teodora-radosavljevic,SRB,,08-Dec-95,1194,1201,,3,4
,,"Romain, Lea",,http://www.wtatennis.com/players/player/27728/title/lea-romain,FRA,,28-Nov-99,1194,1201,,3,4
,,"Patiuk, Valeria",,http://www.wtatennis.com/players/player/17653/title/valeria-patiuk,ISR,,11-May-96,1194,1146,,3,4
,,"Park, Sang Hee",,http://www.wtatennis.com/players/player/19235/title/sang-hee-park,KOR,,17-Oct-95,1194,1201,,3,4
,,"Perez, Ellen",,http://www.wtatennis.com/players/player/20387/title/ellen-perez,AUS,,10-Oct-95,1194,1201,,3,4
,,"Orichkevitch, Daria",,http://www.wtatennis.com/players/player/23271/title/daria-orichkevitch,UKR,,02-Aug-99,1194,1201,,3,4
,,"Ornberg, Maja",,http://www.wtatennis.com/players/player/19438/title/maja-ornberg,SWE,,28-Jun-96,1194,1201,,3,4
,,"Nur Haliza, Deria",,http://www.wtatennis.com/players/player/19472/title/deria-nur-haliza,INA,,08-Jun-97,1194,1201,,3,4
,,"Norris, Marie",,http://www.wtatennis.com/players/player/22242/title/marie-norris,USA,,11-Jun-97,1194,1146,,3,4
,,"Nepliy, Elina",,http://www.wtatennis.com/players/player/20804/title/elina-nepliy,RUS,,23-Oct-97,1194,1201,,3,4
,,"Marchetti, Giorgia",,http://www.wtatennis.com/players/player/16504/title/giorgia-marchetti,ITA,,21-Jan-95,1194,1201,,3,4
,,"Melander, Hilda",,http://www.wtatennis.com/players/player/13980/title/hilda-melander,SWE,,01-Dec-91,1194,1201,,3,4
,,"Malikova, Katya",,http://www.wtatennis.com/players/player/22556/title/katya-malikova,UKR,,04-Jul-94,1194,1201,,3,4
,,"Le Bihan, Kelia",,http://www.wtatennis.com/players/player/26119/title/kelia-le-bihan,FRA,,07-Jan-99,1194,1201,,3,4
,,"Leweurs, Angela",,http://www.wtatennis.com/players/player/21563/title/angela-leweurs,FRA,,29-Jul-96,1194,1201,,3,4
,,"Krolitzky, Shelly",,http://www.wtatennis.com/players/player/26443/title/shelly-krolitzky,ISR,,08-Jul-99,1194,1201,,3,4
,,"Khabarova, Elizaveta",,http://www.wtatennis.com/players/player/21748/title/elizaveta-khabarova,RUS,,01-Mar-96,1194,1201,,3,4
,,"Knezevic, Jovana",,http://www.wtatennis.com/players/player/22946/title/jovana-knezevic,GBR,,18-Jul-98,1194,1201,,3,4
,,"Herrero Linana, Alicia",,http://www.wtatennis.com/players/player/23030/title/alicia-herrero-linana,ESP,,29-Dec-98,1194,1201,,3,4
,,"Ilowska, Caroline",,http://www.wtatennis.com/players/player/27080/title/caroline-ilowska,AUT,,01-Aug-98,1194,1201,,3,4
,,"Gardella, Federica Joe",,http://www.wtatennis.com/players/player/22492/title/federica-joe-gardella,ITA,,21-Feb-97,1194,1201,,3,4
,,"Gutierrez, Mariaryeni",,http://www.wtatennis.com/players/player/22109/title/mariaryeni-gutierrez,VEN,,05-May-89,1194,1201,,3,4
,,"Fourouclas, Natasha",,http://www.wtatennis.com/players/player/15873/title/natasha-fourouclas,RSA,,31-Jan-94,1194,1102,,3,4
,,"Dargude, Aastha",,http://www.wtatennis.com/players/player/24403/title/aastha-dargude,IND,,30-Mar-99,1194,1201,,3,4
,,"Chapelle, Eugenie",,http://www.wtatennis.com/players/player/19669/title/eugenie-chapelle,BEL,,16-Jun-95,1194,1146,,3,4
,,"Bonardi, Berta",,http://www.wtatennis.com/players/player/19368/title/berta-bonardi,ARG,,21-Jun-95,1194,1201,,3,4
,,"Bilardo, Federica",,http://www.wtatennis.com/players/player/25067/title/federica-bilardo,ITA,,06-Jul-99,1194,1201,,3,4
,,"Belova, Natalia",,http://www.wtatennis.com/players/player/23468/title/natalia-belova,RUS,,07-Sep-97,1194,1201,,3,4
,,"Zarytska, Anastasia",,http://www.wtatennis.com/players/player/22805/title/anastasia-zarytska,UKR,,08-Jan-98,1232,1235,,4,4
,,"Zotova, Maria",,http://www.wtatennis.com/players/player/24200/title/maria-zotova,RUS,,02-Jun-96,1232,1235,,4,4
,,"Yurtkuran, Dilara",,http://www.wtatennis.com/players/player/13801/title/dilara-yurtkuran,TUR,,21-Jan-91,1232,1235,,4,4
,,"Yu, Min-Hwa",,http://www.wtatennis.com/players/player/13328/title/min-hwa-yu,KOR,,25-Mar-88,1232,1235,,4,4
,,"Yang, Zi",,http://www.wtatennis.com/players/player/15535/title/zi-yang,CHN,,12-Sep-93,1232,1235,,4,4
,,"Vostrikova, Aleksandra",,http://www.wtatennis.com/players/player/22875/title/aleksandra-vostrikova,RUS,,25-Jul-97,1232,1235,,4,4
,,"Van De Graaf, Gabriela",,http://www.wtatennis.com/players/player/16398/title/gabriela-van-de-graaf,NED,,07-Jul-94,1232,1235,,4,4
,,"Tringa, Julie",,http://www.wtatennis.com/players/player/19209/title/julie-tringa,FRA,,07-Mar-92,1232,1235,,4,4
,,"Topsel, Muge",,http://www.wtatennis.com/players/player/21072/title/muge-topsel,TUR,,16-Feb-97,1232,1235,,4,4
,,"Stanikova, Monika",,http://www.wtatennis.com/players/player/18111/title/monika-stanikova,SVK,,06-Mar-96,1232,1235,,4,4
,,"Smirnova, Anastasia",,http://www.wtatennis.com/players/player/23152/title/anastasia-smirnova,BEL,,30-Sep-98,1232,1235,,4,4
,,"Skidanova, Angelina",,http://www.wtatennis.com/players/player/21613/title/angelina-skidanova,RUS,,13-Mar-98,1232,1235,,4,4
,,"Siska, Eva",,http://www.wtatennis.com/players/player/23472/title/eva-siska,USA,,02-Nov-96,1232,1235,,4,4
,,"Shawkat, Ahlam",,http://www.wtatennis.com/players/player/22151/title/ahlam-shawkat,EGY,,13-May-98,1232,1235,,4,4
,,"Perera Ros, Meritxell",,http://www.wtatennis.com/players/player/23475/title/meritxell-perera-ros,ESP,,14-Oct-98,1232,1235,,4,4
,,"Padamata, Sneha",,http://www.wtatennis.com/players/player/21611/title/sneha-padamata,IND,,15-Jun-97,1232,1235,,4,4
,,"Mukherjee, Amrita",,http://www.wtatennis.com/players/player/20738/title/amrita-mukherjee,IND,,05-Aug-94,1232,1235,,4,4
,,"Naya, Guillermina",,http://www.wtatennis.com/players/player/20735/title/guillermina-naya,ARG,,27-Sep-96,1232,1235,,4,4
,,"Mraz, Hana",,http://www.wtatennis.com/players/player/26948/title/hana-mraz,SLO,,08-Feb-98,1232,1235,,4,4
,,"Kleinsteuber, Theresa",,http://www.wtatennis.com/players/player/16536/title/theresa-kleinsteuber,GER,,03-Jan-94,1232,1235,,4,4
,,"Klyueva, Ekaterina",,http://www.wtatennis.com/players/player/18310/title/ekaterina-klyueva,KAZ,,02-Jun-96,1232,1235,,4,4
,,"Holanova, Nina",,http://www.wtatennis.com/players/player/22159/title/nina-holanova,CZE,,11-Jul-97,1232,1235,,4,4
,,"Horvat, Ivana",,http://www.wtatennis.com/players/player/21194/title/ivana-horvat,AUT,,04-Oct-94,1232,1235,,4,4
,,"Helbet, Julia",,http://www.wtatennis.com/players/player/13217/title/julia-helbet,MDA,,31-May-88,1232,1235,,4,4
,,"Gisonna, Alessandra",,http://www.wtatennis.com/players/player/19751/title/alessandra-gisonna,ITA,,24-Aug-96,1232,1235,,4,4
,,"Gibson, Aimee",,http://www.wtatennis.com/players/player/14530/title/aimee-gibson,GBR,,21-Aug-91,1232,1235,,4,4
,,"Fafaliou, Stamatia",,http://www.wtatennis.com/players/player/10174/title/stamatia-fafaliou,GRE,,03-Nov-86,1232,1235,,4,4
,,"Dolakova, Nikola",,http://www.wtatennis.com/players/player/24187/title/nikola-dolakova,SVK,,19-Mar-97,1232,1235,,4,4
,,"Ek, Emma",,http://www.wtatennis.com/players/player/22192/title/emma-ek,SWE,,20-Aug-96,1232,1235,,4,4
,,"Cruciani, Deborah",,http://www.wtatennis.com/players/player/20977/title/deborah-cruciani,ITA,,04-Nov-95,1232,1235,,4,4
,,"Bronzetti, Lucia",,http://www.wtatennis.com/players/player/23450/title/lucia-bronzetti,ITA,,10-Dec-98,1232,1235,,4,4
,,"Birnbaumer, Hortencia",,http://www.wtatennis.com/players/player/26840/title/hortencia-birnbaumer,BOL,,09-Jan-00,1232,1235,,4,4
,,"Bursulaya, Sophia",,http://www.wtatennis.com/players/player/18204/title/sophia-bursulaya,USA,,13-Jan-92,1232,1235,,4,4
,,"Anil, Cemre",,http://www.wtatennis.com/players/player/16493/title/cemre-anil,TUR,,27-Oct-93,1232,1172,,4,4
,,"Akbas, Basak",,http://www.wtatennis.com/players/player/25537/title/basak-akbas,TUR,,14-Feb-00,1232,1172,,4,4
"Fresno, CA, USA",Right-handed (two-handed backhand),"Atawo, Raquel",140,http://www.wtatennis.com/players/player/4465/title/raquel-atawo,USA,1.68,08-Dec-82,1267,1270,"San Jose, CA, USA",3,3
,,"Noordin, Jawairiah",,http://www.wtatennis.com/players/player/14181/title/jawairiah-noordin,MAS,,08-Oct-90,1268,1271,,3,3
,,"Ng, Kwan Yau",,http://www.wtatennis.com/players/player/21708/title/kwan-yau-ng,HKG,,19-Feb-97,1268,1271,,3,3
,,"Nishimoto, Megumi",,http://www.wtatennis.com/players/player/21931/title/megumi-nishimoto,JPN,,12-Jul-93,1268,1271,,3,3
,,"Yoo, Jin",,http://www.wtatennis.com/players/player/15587/title/jin-yoo,KOR,,02-Jul-92,1271,1274,,3,3
,,"Yonemura, Akiko",,http://www.wtatennis.com/players/player/9523/title/akiko-yonemura,JPN,,25-Jan-84,1271,1274,,3,3
,,"Weiss, Alena",,http://www.wtatennis.com/players/player/25063/title/alena-weiss,AUT,,22-Jul-97,1271,1274,,3,3
,,"Ueda, Ramu",,http://www.wtatennis.com/players/player/27189/title/ramu-ueda,JPN,,18-Mar-98,1271,9999,,3,3
,,"Wargnier, Lucie",,http://www.wtatennis.com/players/player/24035/title/lucie-wargnier,FRA,,14-Feb-99,1271,1274,,3,3
,,"Sokiran, Anna",,http://www.wtatennis.com/players/player/19948/title/anna-sokiran,RUS,,28-Feb-97,1271,1274,,3,3
,,"Snita, Karolina",,http://www.wtatennis.com/players/player/21557/title/karolina-snita,POL,,23-Feb-96,1271,1274,,3,3
,,"Terami, Karin",,http://www.wtatennis.com/players/player/23313/title/karin-terami,JPN,,10-Oct-94,1271,1274,,3,3
,,"Teltumbde, Rashmi",,http://www.wtatennis.com/players/player/14024/title/rashmi-teltumbde,IND,,08-Jan-92,1271,1274,,3,3
,,"Takunyaci, Doga",,http://www.wtatennis.com/players/player/24205/title/doga-takunyaci,TUR,,27-Mar-00,1271,1235,,3,3
,,"Saidhujaeva, Sarvinoz",,http://www.wtatennis.com/players/player/20803/title/sarvinoz-saidhujaeva,UZB,,29-Oct-97,1271,1274,,3,3
,,"Silakul, Chanikarn",,http://www.wtatennis.com/players/player/21634/title/chanikarn-silakul,THA,,05-Aug-95,1271,1274,,3,3
,,"Perez Garcia, Paula",,http://www.wtatennis.com/players/player/18747/title/paula-perez-garcia,COL,,10-Jan-96,1271,1274,,3,3
,,"Rompies, Jessy",,http://www.wtatennis.com/players/player/11936/title/jessy-rompies,INA,,14-Apr-90,1271,1274,,3,3
,,"Ogata, Haine",,http://www.wtatennis.com/players/player/16167/title/haine-ogata,JPN,,29-Aug-93,1271,1274,,3,3
,,"Okuda, Akiko",,http://www.wtatennis.com/players/player/25789/title/akiko-okuda,USA,,13-Sep-93,1271,1274,,3,3
,,"Parnaby, Alana",,http://www.wtatennis.com/players/player/21835/title/alana-parnaby,AUS,,15-Sep-94,1271,1274,,3,3
,,"Ovcharenko, Ekaterina",,http://www.wtatennis.com/players/player/27587/title/ekaterina-ovcharenko,RUS,,31-Dec-00,1271,1274,,3,3
,,"Palhoto, Maria",,http://www.wtatennis.com/players/player/16234/title/maria-palhoto,POR,,22-Jul-94,1271,1274,,3,3
,,"Muniyan, Arthi",,http://www.wtatennis.com/players/player/22778/title/arthi-muniyan,IND,,09-Jan-95,1271,1274,,3,3
,,"Nitescu, Andra Maria",,http://www.wtatennis.com/players/player/22814/title/andra-maria-nitescu,ROU,,24-Apr-97,1271,1274,,3,3
,,"Nakano, Yumi",,http://www.wtatennis.com/players/player/11250/title/yumi-nakano,JPN,,09-Jan-88,1271,1274,,3,3
,,"Miklova, Barbora",,http://www.wtatennis.com/players/player/20898/title/barbora-miklova,CZE,,29-Mar-98,1271,1274,,3,3
,,"Miyazaki, Yuriko",,http://www.wtatennis.com/players/player/22596/title/yuriko-miyazaki,JPN,,11-Nov-95,1271,1274,,3,3
,,"Mercier, Margot",,http://www.wtatennis.com/players/player/23190/title/margot-mercier,URU,,27-Sep-96,1271,1274,,3,3
,,"McPhee, Kaylah",,http://www.wtatennis.com/players/player/23056/title/kaylah-mcphee,AUS,,04-Feb-98,1271,1274,,3,3
,,"Kovacevic, Janja",,http://www.wtatennis.com/players/player/22947/title/janja-kovacevic,SRB,,29-Apr-98,1271,1274,,3,3
,,"Lyukshinova, Elisabeth",,http://www.wtatennis.com/players/player/21596/title/elisabeth-lyukshinova,RUS,,15-Aug-97,1271,1274,,3,3
,,"Malmqvist, Linnea",,http://www.wtatennis.com/players/player/25735/title/linnea-malmqvist,SWE,,30-May-98,1271,1274,,3,3
,,"Michiels, Morgane",,http://www.wtatennis.com/players/player/22544/title/morgane-michiels,BEL,,02-Feb-97,1271,1274,,3,3
,,"McCray, Megan",,http://www.wtatennis.com/players/player/25002/title/megan-mccray,USA,,11-Jul-95,1271,1274,,3,3
,,"Kuznetsova, Varvara",,http://www.wtatennis.com/players/player/17400/title/varvara-kuznetsova,RUS,,05-Dec-92,1271,1274,,3,3
,,"Korzhova, Ekaterina",,http://www.wtatennis.com/players/player/25532/title/ekaterina-korzhova,RUS,,01-Apr-99,1271,1274,,3,3
,,"Kolarova, Tereza",,http://www.wtatennis.com/players/player/22369/title/tereza-kolarova,CZE,,20-Feb-98,1271,1274,,3,3
,,"Korzeniak, Anna",,http://www.wtatennis.com/players/player/10748/title/anna-korzeniak,POL,,16-Jun-88,1271,1235,,3,3
,,"Kobori, Momoko",,http://www.wtatennis.com/players/player/25749/title/momoko-kobori,JPN,,22-Aug-98,1271,1274,,3,3
,,"Kislitskaya, Alina",,http://www.wtatennis.com/players/player/26726/title/alina-kislitskaya,RUS,,10-Aug-99,1271,1274,,3,3
,,"Kim, Se-Hyun",,http://www.wtatennis.com/players/player/18663/title/se-hyun-kim,KOR,,26-Aug-95,1271,1274,,3,3
,,"Kotlica, Boba",,http://www.wtatennis.com/players/player/24874/title/boba-kotlica,SRB,,16-Feb-99,1271,1274,,3,3
,,"Kawasaki, Mitsumi",,http://www.wtatennis.com/players/player/11842/title/mitsumi-kawasaki,JPN,,09-Sep-83,1271,1274,,3,3
,,"Khatamova, Shakhnoza",,http://www.wtatennis.com/players/player/24266/title/shakhnoza-khatamova,UZB,,06-Dec-99,1271,1274,,3,3
,,"Keir, Ashley",,http://www.wtatennis.com/players/player/18603/title/ashley-keir,AUS,,31-Jul-94,1271,1274,,3,3
,,"Herb, Caitlin",,http://www.wtatennis.com/players/player/21644/title/caitlin-herb,RSA,,15-Nov-96,1271,1274,,3,3
,,"Heil, Anna Maria",,http://www.wtatennis.com/players/player/18988/title/anna-maria-heil,AUT,,21-Jun-95,1271,1274,,3,3
,,"Geurinckx, Vicky",,http://www.wtatennis.com/players/player/26764/title/vicky-geurinckx,BEL,,21-Jul-98,1271,1274,,3,3
,,"Gulman, Yasmin",,http://www.wtatennis.com/players/player/21514/title/yasmin-gulman,TUR,,08-Aug-98,1271,1274,,3,3
,,"Garcia Gausi, Marta",,http://www.wtatennis.com/players/player/21975/title/marta-garcia-gausi,ESP,,09-Mar-97,1271,1274,,3,3
,,"Flores, Beatriz",,http://www.wtatennis.com/players/player/17472/title/beatriz-flores,MEX,,01-Nov-91,1271,1274,,3,3
,,"Coutino Castillo, Alexia",,http://www.wtatennis.com/players/player/22277/title/alexia-coutino-castillo,MEX,,12-Aug-98,1271,1274,,3,3
,,"De Carli, Maria Agustina",,http://www.wtatennis.com/players/player/20111/title/maria-agustina-de-carli,ARG,,29-Jun-96,1271,1274,,3,3
,,"Gavrila, Oana",,http://www.wtatennis.com/players/player/22375/title/oana-gavrila,ROU,,19-Apr-98,1271,1274,,3,3
,,"Eltony, Mayar",,http://www.wtatennis.com/players/player/25141/title/mayar-eltony,EGY,,26-Oct-97,1271,1274,,3,3
,,"Deagostini, Margaux",,http://www.wtatennis.com/players/player/22835/title/margaux-deagostini,SUI,,16-Nov-96,1271,1274,,3,3
,,"Clark, Erin",,http://www.wtatennis.com/players/player/15280/title/erin-clark,USA,,09-Jun-88,1271,1274,,3,3
,,"Cepelyte, Agne",,http://www.wtatennis.com/players/player/19677/title/agne-cepelyte,LTU,,01-Dec-95,1271,1274,,3,3
,,"Arol Wiegand, Shiran",,http://www.wtatennis.com/players/player/21530/title/shiran-arol-wiegand,ISR,,23-Jan-98,1271,1274,,3,3
,,"Bamburac, Sabrina",,http://www.wtatennis.com/players/player/15340/title/sabrina-bamburac,GBR,,24-May-93,1271,1274,,3,3
