"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"2814","male",1479,1703,"Ioannis Stergiou",NA,NA,NA,"1995-04-03","GRE","","",8,3,"http://www.atpworldtour.com/en/players/ioannis-stergiou/sq22/overview"
"2815","male",1479,1703,"Nicolo Turchetti",NA,NA,NA,"1996-05-29","ITA","","",8,3,"http://www.atpworldtour.com/en/players/nicolo-turchetti/tc78/overview"
"2816","male",1479,1481,"Denis Kapric",NA,NA,NA,"1994-08-24","GER","","",8,3,"http://www.atpworldtour.com/en/players/denis-kapric/kd29/overview"
"2817","male",1479,1467,"Dmitry Mnushkin",NA,NA,NA,"1996-04-29","RUS","","",8,3,"http://www.atpworldtour.com/en/players/dmitry-mnushkin/mp56/overview"
"2818","male",1479,1481,"Juan Matias Gonzalez Carrasco",NA,NA,NA,"1994-02-18","CHI","","",8,3,"http://www.atpworldtour.com/en/players/juan-matias-gonzalez-carrasco/gc98/overview"
"2819","male",1479,1481,"Ayoub Chakrouni",NA,NA,NA,"1991-06-10","MAR","","",8,3,"http://www.atpworldtour.com/en/players/ayoub-chakrouni/cg73/overview"
"2820","male",1490,1720,"Dimitriy Voronin",NA,NA,NA,"1999-05-28","RUS","","",9,3,"http://www.atpworldtour.com/en/players/dimitriy-voronin/va39/overview"
"2821","male",1490,1488,"Lukas Jastraunig",NA,NA,NA,"1989-08-03","AUT","","",9,3,"http://www.atpworldtour.com/en/players/lukas-jastraunig/j401/overview"
"2822","male",1490,1488,"Strahinja Rakic",NA,NA,NA,"1996-03-30","SRB","","",9,3,"http://www.atpworldtour.com/en/players/strahinja-rakic/rd08/overview"
"2823","male",1490,1488,"Sergio Castellon Guasch",NA,NA,NA,"1996-12-16","ESP","","",9,3,"http://www.atpworldtour.com/en/players/sergio-castellon-guasch/cj51/overview"
"2824","male",1494,1492,"Ryan Agar","Right",180,176,"1987-06-21","AUS","Brisbane, Australia","Brisbane, Australia",9,3,"http://www.atpworldtour.com/en/players/ryan-agar/a834/overview"
"2825","male",1494,1492,"Mateusz Terczynski","Right",NA,NA,"1996-03-02","POL","","",9,3,"http://www.atpworldtour.com/en/players/mateusz-terczynski/tc46/overview"
"2826","male",1494,1492,"Akram El Sallaly",NA,NA,NA,"1997-11-13","EGY","","",9,3,"http://www.atpworldtour.com/en/players/akram-el-sallaly/ea34/overview"
"2827","male",1494,1492,"Srdjan Jakovljevic",NA,NA,NA,"1996-05-16","SRB","","",9,3,"http://www.atpworldtour.com/en/players/srdjan-jakovljevic/j633/overview"
"2828","male",1498,1501,"Stefan Milicevic",NA,NA,NA,"1997-04-26","SRB","","",10,3,"http://www.atpworldtour.com/en/players/stefan-milicevic/mr98/overview"
"2829","male",1498,1501,"Hicham Khaddari",NA,NA,NA,"1991-08-19","MAR","","",10,3,"http://www.atpworldtour.com/en/players/hicham-khaddari/kb07/overview"
"2830","male",1500,1503,"Anderson Reed","Right",173,160,"1990-09-19","USA","Mobile, AL, USA","Fort Lauderdale, FL , USA",10,3,"http://www.atpworldtour.com/en/players/anderson-reed/r908/overview"
"2831","male",1500,1503,"Ivar Jose Aramburu Contreras","Right",NA,165,"1994-03-21","MEX","Mexico City, Mexico","Puebla, Mexico",10,3,"http://www.atpworldtour.com/en/players/ivar-jose-aramburu-contreras/ab70/overview"
"2832","male",1500,1509,"Giorgio Portaluri","Right",NA,NA,"1990-09-12","ITA","","",10,3,"http://www.atpworldtour.com/en/players/giorgio-portaluri/pd04/overview"
"2833","male",1500,1730,"Zhuoyang Qiu","Right",185,165,"1996-06-23","CHN","Nantong","",10,3,"http://www.atpworldtour.com/en/players/zhuoyang-qiu/q949/overview"
"2834","male",1500,1503,"Zhicheng Zhu","Right",NA,NA,"1995-09-14","CHN","","",10,3,"http://www.atpworldtour.com/en/players/zhicheng-zhu/z412/overview"
"2835","male",1500,1503,"Delf Gohlke",NA,NA,NA,"1993-06-25","GER","","",10,3,"http://www.atpworldtour.com/en/players/delf-gohlke/ge81/overview"
"2836","male",1500,1492,"Piotr Grynkowski",NA,NA,NA,"1992-06-12","POL","","",10,3,"http://www.atpworldtour.com/en/players/piotr-grynkowski/gg99/overview"
"2837","male",1507,1509,"Bolat Mamyr","Right",180,154,"1997-05-08","KAZ","Shymkent, Kazakhstan","Astana, Kazakhstan",11,3,"http://www.atpworldtour.com/en/players/bolat-mamyr/mo33/overview"
"2838","male",1507,1509,"Moos Sporken","Right",183,214,"1994-02-22","NED","Haarlem, Netherlands","Lisse, Netherlands",11,3,"http://www.atpworldtour.com/en/players/moos-sporken/sn86/overview"
"2839","male",1507,1509,"Lucas Bouquet","Right",NA,NA,"1997-08-05","FRA","","",11,3,"http://www.atpworldtour.com/en/players/lucas-bouquet/bu32/overview"
"2840","male",1507,1509,"Scott Puodziunas",NA,NA,NA,"1989-11-09","AUS","","",11,3,"http://www.atpworldtour.com/en/players/scott-puodziunas/pe39/overview"
"2841","male",1507,1509,"Agustin Moyano",NA,NA,NA,"1990-11-07","ARG","","",11,3,"http://www.atpworldtour.com/en/players/agustin-moyano/mj28/overview"
"2842","male",1512,1516,"Janicije Sasha Karic","Right",183,150,"1995-09-11","USA","","Los Angeles, CA, USA",12,3,"http://www.atpworldtour.com/en/players/janicije-sasha-karic/kc80/overview"
"2843","male",1512,1509,"Marko Osmakcic","Right",193,190,"1998-08-10","SUI","Winterthur, Switzerland","Rafz, Switzerland",12,3,"http://www.atpworldtour.com/en/players/marko-osmakcic/o570/overview"
"2844","male",1512,1516,"Bobbie De Goeijen","Right",178,172,"1992-07-05","NED","Rotterdam, Netherlands","Rotterdam, Netherlands",12,3,"http://www.atpworldtour.com/en/players/bobbie-de-goeijen/da34/overview"
"2845","male",1512,1516,"Daniel Dudockin",NA,NA,NA,"1997-02-21","ISR","","",12,3,"http://www.atpworldtour.com/en/players/daniel-dudockin/dc81/overview"
"2846","male",1512,1516,"Santiago Maresca",NA,NA,NA,"1994-09-14","URU","","",12,3,"http://www.atpworldtour.com/en/players/santiago-maresca/ml08/overview"
"2847","male",1517,1520,"Vladimir Polyakov","Right",178,154,"1994-06-18","RUS","Moscow, Russia","Moscow, Russia",13,3,"http://www.atpworldtour.com/en/players/vladimir-polyakov/pf03/overview"
"2848","male",1518,1521,"Lucas Renard","Right",185,176,"1992-09-30","SWE","Stockholm, Sweden","Stockholm, Sweden",13,3,"http://www.atpworldtour.com/en/players/lucas-renard/rb49/overview"
"2849","male",1518,1521,"Pavel Staubert","Right",180,165,"1996-01-11","CZE","","",13,3,"http://www.atpworldtour.com/en/players/pavel-staubert/sw51/overview"
"2850","male",1518,1521,"Motvey Radionov",NA,NA,NA,"1997-05-21","ISR","","",13,3,"http://www.atpworldtour.com/en/players/motvey-radionov/rd50/overview"
"2851","male",1518,1521,"Bogdan Ionut Apostol",NA,NA,NA,"1996-01-17","ROU","","",13,3,"http://www.atpworldtour.com/en/players/bogdan-ionut-apostol/ab90/overview"
"2852","male",1522,1525,"Esteban  Bruna","Left",180,168,"1995-01-19","CHI","Iquique, Chile","Buenos Aires, Argentina",14,3,"http://www.atpworldtour.com/en/players/esteban--bruna/bk69/overview"
"2853","male",1523,1527,"Fatih Taha Erun",NA,NA,NA,"1994-07-05","TUR","","",19,3,"http://www.atpworldtour.com/en/players/fatih-taha-erun/e789/overview"
"2854","male",1524,1003,"Julio Peralta","Right",188,174,"1981-09-09","CHI","Brazil","Chile",1,2,"http://www.atpworldtour.com/en/players/julio-peralta/p519/overview"
"2855","male",1524,1528,"Abdelhak Hameurlaine","Right",NA,NA,"1972-03-19","ALG","","",1,2,"http://www.atpworldtour.com/en/players/abdelhak-hameurlaine/h298/overview"
"2856","male",1524,1528,"Maks Tekavec",NA,NA,NA,"1996-03-22","SLO","","",1,2,"http://www.atpworldtour.com/en/players/maks-tekavec/tg32/overview"
"2857","male",1524,1528,"Agustin Savarino",NA,NA,NA,"1996-08-07","ARG","","",1,2,"http://www.atpworldtour.com/en/players/agustin-savarino/sq23/overview"
"2858","male",1524,1528,"Javier Jover Maestre",NA,NA,NA,"1995-03-25","ESP","","",1,2,"http://www.atpworldtour.com/en/players/javier-jover-maestre/j558/overview"
"2859","male",1524,1528,"Alfredo Perez",NA,NA,NA,"1997-05-22","USA","","",1,2,"http://www.atpworldtour.com/en/players/alfredo-perez/pl39/overview"
"2860","male",1524,1528,"Akihiro Tanaka",NA,NA,NA,"1996-01-02","JPN","","",1,2,"http://www.atpworldtour.com/en/players/akihiro-tanaka/tg17/overview"
"2861","male",1524,1528,"Nils Heimer",NA,NA,NA,"1997-11-30","SWE","","",1,2,"http://www.atpworldtour.com/en/players/nils-heimer/hh33/overview"
"2862","male",1524,1528,"Hendrik Jebens",NA,NA,NA,"1995-08-08","GER","","",1,2,"http://www.atpworldtour.com/en/players/hendrik-jebens/j09f/overview"
"2863","male",1524,1528,"Paco Climent Gregori",NA,NA,NA,"1998-10-02","ESP","","",1,2,"http://www.atpworldtour.com/en/players/paco-climent-gregori/cj46/overview"
"2864","male",1534,1537,"Milen Ianakiev","Right",185,163,"1995-07-20","GER","Limburg an der Lahn, Germany","Germany",2,2,"http://www.atpworldtour.com/en/players/milen-ianakiev/i299/overview"
"2865","male",1534,1537,"Juan Rocha","Right",NA,NA,"1991-07-05","ARG","","",2,2,"http://www.atpworldtour.com/en/players/juan-rocha/rc46/overview"
"2866","male",1534,1537,"Seong-Gook Oh","Right",191,176,"1992-04-23","KOR","Busan, Korea","",2,2,"http://www.atpworldtour.com/en/players/seong-gook-oh/o390/overview"
"2867","male",1534,1537,"Rodrigo Sanchez",NA,NA,NA,"1991-09-19","PER","","",2,2,"http://www.atpworldtour.com/en/players/rodrigo-sanchez/sl95/overview"
"2868","male",1534,1537,"Seydou Diallo",NA,NA,NA,"1995-11-27","MLI","","",2,2,"http://www.atpworldtour.com/en/players/seydou-diallo/de20/overview"
"2869","male",1534,1537,"Ahmed Deedat Abdul Razak",NA,NA,NA,"1995-06-18","MAS","","",2,2,"http://www.atpworldtour.com/en/players/ahmed-deedat-abdul-razak/ab68/overview"
"2870","male",1534,1537,"Jae-Won Choi",NA,NA,NA,"1989-09-29","KOR","","",2,2,"http://www.atpworldtour.com/en/players/jae-won-choi/cd17/overview"
"2871","male",1541,1546,"Gaston-Arturo Grimolizzi",NA,NA,NA,"1986-06-03","ARG","","Argentina",2,2,"http://www.atpworldtour.com/en/players/gaston-arturo-grimolizzi/g873/overview"
"2872","male",1541,1546,"Simone Vagnozzi","Right",173,132,"1983-05-30","ITA","Ascoli Piceno, Italy","Castorano, Italy",2,2,"http://www.atpworldtour.com/en/players/simone-vagnozzi/v339/overview"
"2873","male",1541,1546,"Tung-Lin Wu","Right",185,159,"1998-05-12","TPE","Taichung","Chinese Taipei",2,2,"http://www.atpworldtour.com/en/players/tung-lin-wu/w857/overview"
"2874","male",1541,1430,"Matt Seeberger","Right",188,177,"1984-08-10","USA","San Francisco, CA, USA","San Francisco, CA, USA",2,2,"http://www.atpworldtour.com/en/players/matt-seeberger/sj59/overview"
"2875","male",1541,1546,"Johnny Wang","Right",178,168,"1993-04-14","USA","Hong Kong","United States",2,2,"http://www.atpworldtour.com/en/players/johnny-wang/w705/overview"
"2876","male",1541,1546,"Giovani Samaha","Left",NA,NA,"1994-07-14","LIB","","",2,2,"http://www.atpworldtour.com/en/players/giovani-samaha/ss33/overview"
"2877","male",1541,1546,"Johnny Arcilla","Right",NA,0,"1980-02-15","PHI","","",2,2,"http://www.atpworldtour.com/en/players/johnny-arcilla/a339/overview"
"2878","male",1541,1546,"William Jamphier Melano Granados","Right",170,141,"1995-05-20","COL","Cucuta","",2,2,"http://www.atpworldtour.com/en/players/william-jamphier-melano-granados/mo86/overview"
"2879","male",1541,1546,"George Goldhoff","Right",NA,NA,"1995-01-14","USA","","",2,2,"http://www.atpworldtour.com/en/players/george-goldhoff/gg33/overview"
"2880","male",1541,1546,"Curtis Clarke","Right",NA,NA,"1995-04-01","GBR","","",2,2,"http://www.atpworldtour.com/en/players/curtis-clarke/ch92/overview"
"2881","male",1541,1546,"Timothee Zannou",NA,NA,NA,"1987-01-01","BEN","","",2,2,"http://www.atpworldtour.com/en/players/timothee-zannou/z460/overview"
"2882","male",1541,1546,"Geon Ju Shin",NA,NA,NA,"1996-02-12","KOR","","",2,2,"http://www.atpworldtour.com/en/players/geon-ju-shin/sq34/overview"
"2883","male",1541,1546,"Dovydas Sakinis",NA,NA,NA,"1992-07-02","LTU","","",2,2,"http://www.atpworldtour.com/en/players/dovydas-sakinis/sk08/overview"
"2884","male",1541,1546,"Gueninle Abdoul Kari Ouattara",NA,NA,NA,"1997-08-06","CIV","","",2,2,"http://www.atpworldtour.com/en/players/gueninle-abdoul-kari-ouattara/o621/overview"
"2885","male",1541,1546,"Patrick Prader",NA,NA,NA,"1986-06-05","ITA","","",2,2,"http://www.atpworldtour.com/en/players/patrick-prader/pb98/overview"
"2886","male",1541,1546,"Nathan Martinet",NA,NA,NA,"1991-09-29","FRA","","",2,2,"http://www.atpworldtour.com/en/players/nathan-martinet/ml23/overview"
"2887","male",1541,1546,"Marcus Fugate",NA,NA,NA,"1988-01-22","USA","","",2,2,"http://www.atpworldtour.com/en/players/marcus-fugate/f536/overview"
"2888","male",1541,1546,"Sylvester Emmanuel",NA,NA,NA,"1998-04-04","NGR","","",2,2,"http://www.atpworldtour.com/en/players/sylvester-emmanuel/e09t/overview"
"2889","male",1541,1546,"Yuya Ito",NA,NA,NA,"1997-01-09","JPN","","",2,2,"http://www.atpworldtour.com/en/players/yuya-ito/i345/overview"
"2890","male",1541,1546,"Henry Atseye",NA,NA,0,"1989-02-25","NGR","","",2,2,"http://www.atpworldtour.com/en/players/henry-atseye/a842/overview"
"2891","male",1541,1546,"Zeke Clark",NA,NA,NA,"1998-07-19","USA","","",2,2,"http://www.atpworldtour.com/en/players/zeke-clark/co07/overview"
"2892","male",1541,1546,"Gustav Hansson",NA,NA,NA,"1995-04-15","SWE","","",2,2,"http://www.atpworldtour.com/en/players/gustav-hansson/hb55/overview"
"2893","male",1563,1568,"Enrico Burzi","Right",178,168,"1981-01-14","ITA","Bologna, Italy","Bologna, Italy",3,2,"http://www.atpworldtour.com/en/players/enrico-burzi/bc62/overview"
"2894","male",1563,1568,"Mohammed Mohazebnia",NA,NA,NA,"1982-06-11","IRI","","",3,2,"http://www.atpworldtour.com/en/players/mohammed-mohazebnia/mc71/overview"
"2895","male",1563,1568,"John Mcnally",NA,NA,NA,"1998-10-18","USA","","",3,2,"http://www.atpworldtour.com/en/players/john-mcnally/mw84/overview"
"2896","male",1566,1571,"Jack Jaede","Right",188,172,"1977-11-14","AUS","Hong Kong","Brisbane, Australia",3,2,"http://www.atpworldtour.com/en/players/jack-jaede/j708/overview"
"2897","male",1566,1571,"Edward Bourchier","Right",188,178,"1988-11-14","AUS","Hobart, Australia","Hobart, Australia",3,2,"http://www.atpworldtour.com/en/players/edward-bourchier/bf49/overview"
"2898","male",1566,1571,"Chun Hun Wong","Right",170,145,"1995-10-30","HKG","Hong Kong","Hong Kong",3,2,"http://www.atpworldtour.com/en/players/chun-hun-wong/w730/overview"
"2899","male",1566,1571,"Tuna Altuna","Right",185,176,"1989-01-30","TUR","Istanbul, Turkey","Istanbul, Turkey",3,2,"http://www.atpworldtour.com/en/players/tuna-altuna/a764/overview"
"2900","male",1566,1571,"Luca Keist","Left",180,143,"1998-04-21","SUI","Bern","Liestal",3,2,"http://www.atpworldtour.com/en/players/luca-keist/ki61/overview"
"2901","male",1566,1571,"Wesley Whitehouse","Left",191,200,"1979-03-13","NZL","Durban, South Africa","Pretoria, S.A./Phoenix, U.S.A.",3,2,"http://www.atpworldtour.com/en/players/wesley-whitehouse/w272/overview"
"2902","male",1566,1571,"Gerardo Lopez Villasenor","Right",193,198,"1995-05-12","MEX","Puerto Vallarta, Mexico","Puerto Vallarta, Mexico",3,2,"http://www.atpworldtour.com/en/players/gerardo-lopez-villasenor/lg87/overview"
"2903","male",1566,1571,"Kazuya Tamura","Right",185,168,"1989-11-02","JPN","Toyama","Yatsuomachi Toyama City",3,2,"http://www.atpworldtour.com/en/players/kazuya-tamura/ta48/overview"
"2904","male",1566,1571,"Wojciech Lutkowski","Right",NA,NA,"1992-02-19","POL","","",3,2,"http://www.atpworldtour.com/en/players/wojciech-lutkowski/lb88/overview"
"2905","male",1566,1571,"Sergio Luis Hernandez Ramirez","Right",NA,NA,"1999-08-28","COL","","",3,2,"http://www.atpworldtour.com/en/players/sergio-luis-hernandez-ramirez/hh08/overview"
"2906","male",1566,1571,"Katsushi Fukuda","Right",NA,NA,"1976-04-14","JPN","","",3,2,"http://www.atpworldtour.com/en/players/katsushi-fukuda/f334/overview"
"2907","male",1566,1571,"Tarek El Esawy","Right",NA,NA,"1990-07-19","EGY","","",3,2,"http://www.atpworldtour.com/en/players/tarek-el-esawy/e735/overview"
"2908","male",1566,1546,"Catalin-Ionut Gard","Right",NA,NA,"1981-07-10","ROU","","",3,2,"http://www.atpworldtour.com/en/players/catalin-ionut-gard/g493/overview"
"2909","male",1566,1571,"Floris Van Den Brink","Right",NA,NA,"1995-07-21","NED","","",3,2,"http://www.atpworldtour.com/en/players/floris-van-den-brink/v09g/overview"
"2910","male",1566,1571,"Igor Saveljic","Right",NA,NA,"1995-08-17","MNE","Podgorica, Montenegro","",3,2,"http://www.atpworldtour.com/en/players/igor-saveljic/st56/overview"
"2911","male",1566,1571,"Digvijay Singh Mehta","Right",NA,NA,"1994-08-01","IND","","",3,2,"http://www.atpworldtour.com/en/players/digvijay-singh-mehta/sn56/overview"
"2912","male",1566,1571,"Moein Mohammadi","Right",NA,NA,"1991-05-22","IRI","","",3,2,"http://www.atpworldtour.com/en/players/moein-mohammadi/m09p/overview"
"2913","male",1566,1571,"Karim Kadry","Right",NA,NA,"1991-10-01","EGY","","",3,2,"http://www.atpworldtour.com/en/players/karim-kadry/kc37/overview"
"2914","male",1566,1571,"Sebastian Wagner",NA,NA,NA,"1992-01-29","GER","","",3,2,"http://www.atpworldtour.com/en/players/sebastian-wagner/w680/overview"
"2915","male",1566,1571,"Joan Soler",NA,NA,NA,"1990-08-18","FRA","","",3,2,"http://www.atpworldtour.com/en/players/joan-soler/sp84/overview"
"2916","male",1566,1571,"Thomas Otu",NA,NA,NA,"1993-11-30","NGR","","",3,2,"http://www.atpworldtour.com/en/players/thomas-otu/o673/overview"
"2917","male",1566,1571,"Goncalo Pereira",NA,NA,NA,"1984-09-06","POR","","",3,2,"http://www.atpworldtour.com/en/players/goncalo-pereira/pc37/overview"
"2918","male",1566,1571,"Oliver Mrose",NA,NA,NA,"1993-08-02","SUI","","",3,2,"http://www.atpworldtour.com/en/players/oliver-mrose/mt17/overview"
"2919","male",1566,1571,"Jurij Rodionov",NA,NA,NA,"1999-05-16","AUT","","",3,2,"http://www.atpworldtour.com/en/players/jurij-rodionov/r09x/overview"
"2920","male",1566,1571,"Mitchell Thomas Mcdaniels",NA,NA,NA,"1992-01-07","USA","","",3,2,"http://www.atpworldtour.com/en/players/mitchell-thomas-mcdaniels/m0an/overview"
"2921","male",1566,1571,"Ryan Lipman",NA,NA,NA,"1990-10-10","USA","","",3,2,"http://www.atpworldtour.com/en/players/ryan-lipman/lb19/overview"
"2922","male",1566,1571,"Michal Milko",NA,NA,NA,"1985-02-26","SVK","","",3,2,"http://www.atpworldtour.com/en/players/michal-milko/mk04/overview"
"2923","male",1566,1571,"Alejandro Garcia Saez",NA,NA,NA,"1995-08-13","ESP","","",3,2,"http://www.atpworldtour.com/en/players/alejandro-garcia-saez/gj40/overview"
"2924","male",1566,1571,"Tihomir Grozdanov",NA,NA,NA,"1987-04-29","BUL","","",3,2,"http://www.atpworldtour.com/en/players/tihomir-grozdanov/g925/overview"
"2925","male",1566,1571,"Filip Duda",NA,NA,NA,"1998-09-30","CZE","","",3,2,"http://www.atpworldtour.com/en/players/filip-duda/d0a3/overview"
"2926","male",1566,1571,"Eugenio Gaston Gastien",NA,NA,NA,"1994-11-01","ARG","","",3,2,"http://www.atpworldtour.com/en/players/eugenio-gaston-gastien/gh23/overview"
"2927","male",1566,1571,"Mislav Bosnjak",NA,NA,NA,"1998-06-04","AUS","","",3,2,"http://www.atpworldtour.com/en/players/mislav-bosnjak/bu58/overview"
"2928","male",1566,1571,"Tomas Charlos",NA,NA,NA,"1995-09-03","GER","","",3,2,"http://www.atpworldtour.com/en/players/tomas-charlos/c09b/overview"
"2929","male",1566,1571,"Wouter Adriaansen",NA,NA,NA,"1992-08-10","NED","","",3,2,"http://www.atpworldtour.com/en/players/wouter-adriaansen/ad55/overview"
"2930","male",1600,1607,"Dong-Whee Choi",NA,NA,NA,"1986-05-28","KOR","","",4,2,"http://www.atpworldtour.com/en/players/dong-whee-choi/c797/overview"
"2931","male",1601,1608,"Samuel Shropshire","Right",188,180,"1994-11-20","USA","Philadelphia, PA, USA","Chicago, IL, USA",4,2,"http://www.atpworldtour.com/en/players/samuel-shropshire/sr94/overview"
